house,aph_id,full_name,electorate,party,profile_page,contact_page,photo_url,email,facebook,twitter,website
representatives,193430,Mr Tim Watts MP,"Gellibrand, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=193430,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=193430,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/193430/upload_ref_binary/193430.jpg,,https://www.facebook.com/TimWattsGellibrand,https://twitter.com/TimWattsMP,http://www.timwatts.net.au/
representatives,207800,Mr Brett Whiteley MP,"Braddon, Tasmania",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=207800,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=207800,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/207800/upload_ref_binary/207800.jpg,,https://www.facebook.com/brettwhiteley.braddon,https://twitter.com/brettwhiteleymp,
representatives,241590,Mrs Lucy Wicks MP,"Robertson, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241590,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=241590,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241590/upload_ref_binary/241590.jpg,,https://www.facebook.com/LucyWicksMP,https://twitter.com/LucyWicksMP,http://www.lucywicks.com.au
representatives,C2T,Mr Andrew Wilkie MP,"Denison, Tasmania",Independent,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=C2T,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=C2T,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/c2t/upload_ref_binary/c2t.jpg,,http://www.facebook.com/andrewwilkiemp,http://twitter.com/WilkieMP,http://www.andrewwilkie.org/content/index.php/aw/home/
representatives,249758,Mr Matt Williams MP,"Hindmarsh, South Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249758,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=249758,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249758/upload_ref_binary/249758.jpg,,https://www.facebook.com/matt.williamsmp,,
representatives,198084,Mr Rick Wilson MP,"O'Connor, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=198084,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=198084,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/198084/upload_ref_binary/198084.jpg,,https://www.facebook.com/RickWilsonMP,https://twitter.com/RickWilsonMP,http://www.wa.liberal.org.au/representative-intro/798
representatives,E0F,Mr Jason Wood MP,"La Trobe, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E0F,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E0F,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0F/upload_ref_binary/E0F.JPG,,https://www.facebook.com/JasonWood.updates,https://twitter.com/JasonWood_MP,http://www.JasonWood.com.au
representatives,M3A,"Mr Ken Wyatt AM, MP","Hasluck, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3A,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M3A,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/m3a/upload_ref_binary/m3a.jpg,,,http://twitter.com/KenWyattMP,http://www.kenwyatt.com.au/
representatives,HWB,Mr Tony Zappia MP,"Makin, South Australia",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWB,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWB,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWB/upload_ref_binary/HWB.JPG,Tony.Zappia.MP@aph.gov.au,,,
senate,N26,Senator the Hon Eric Abetz,Tasmania,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=N26,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=N26,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/N26/upload_ref_binary/N26.jpg,,http://www.facebook.com/SenatorAbetz,http://twitter.com/SenatorAbetz,http://abetz.com.au/
senate,J7Q,Senator Chris Back,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=J7Q,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=J7Q,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/j7q/upload_ref_binary/J7Q.JPG,,,,
senate,G0D,Senator Cory Bernardi,South Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=G0D,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=G0D,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/G0D/upload_ref_binary/G0D.JPG,,,,http://www.senatorbernardi.com/
senate,HZB,Senator Catryna Bilyk,Tasmania,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HZB,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HZB,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HZB/upload_ref_binary/HZB.JPG,,,,http://www.catrynabilyk.com
senate,H6X,Senator the Hon Simon Birmingham,South Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=H6X,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=H6X,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/H6X/upload_ref_binary/H6X.jpg,,https://facebook.com/simonbirmingham,https://twitter.com/Birmo,http://www.senatorbirmingham.com.au/
senate,2L6,Senator Mark Bishop,Western Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=2L6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=2L6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/2L6/upload_ref_binary/2L6.jpg,senator.bishop@aph.gov.au,,,http://www.senatormarkbishop.com.au
senate,YE4,Senator the Hon Ronald Boswell,Queensland,The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=YE4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=YE4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/YE4/upload_ref_binary/YE4.JPG,senator.boswell@aph.gov.au,,,http://www.ronboswell.com/
senate,H6V,Senator Sue Boyce,Queensland,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=H6V,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=H6V,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/H6V/upload_ref_binary/H6V.jpg,,,,http://www.sueboyce.com.au/
senate,008W7,Senator the Hon George Brandis QC,Queensland,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=008W7,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=008W7,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/008W7/upload_ref_binary/008W7.jpg,senator.brandis@aph.gov.au,,,
senate,F49,Senator Carol Brown,Tasmania,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=F49,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=F49,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/F49/upload_ref_binary/F49.JPG,senator.carol.brown@aph.gov.au,,,http://carolbrown.alp.org.au/
senate,HLL,Senator David Bushby,Tasmania,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HLL,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HLL,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HLL/upload_ref_binary/HLL.jpg,,,,http://www.davidbushby.com.au/
senate,AI6,Senator the Hon Doug Cameron,New South Wales,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=AI6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=AI6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/AI6/upload_ref_binary/AI6.JPG,,,,
senate,AW5,Senator the Hon Kim Carr,Victoria,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=AW5,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=AW5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/AW5/upload_ref_binary/AW5.JPG,senator.carr@aph.gov.au,,,
senate,I0M,Senator the Hon Michaelia Cash,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0M,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0M,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0M/upload_ref_binary/I0M.JPG,,,,
senate,00AOL,Senator the Hon Richard Colbeck,Tasmania,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOL,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AOL,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOL/upload_ref_binary/00AOL.JPG,senator.colbeck@aph.gov.au,,,
senate,GB6,Senator the Hon Jacinta Collins,Victoria,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=GB6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=GB6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/GB6/upload_ref_binary/GB6.JPG,,,,
senate,3L6,Senator the Hon Stephen Conroy,Victoria,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=3L6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=3L6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/3L6/upload_ref_binary/3L6.jpg,senator.conroy@aph.gov.au,,,
senate,HDA,Senator the Hon Mathias Cormann,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HDA,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HDA,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HDA/upload_ref_binary/HDA.JPG,,,,http://www.mathiascormann.com.au
senate,225099,Senator Sam Dastyari,New South Wales,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=225099,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=225099,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/225099/upload_ref_binary/225099.jpg,,,,
senate,53369,Senator Richard Di Natale,Victoria,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=53369,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=53369,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/53369/upload_ref_binary/53369.jpg,senator.dinatale@aph.gov.au,http://www.facebook.com/SenatorDiNatale,http://www.twitter.com/RichardDiNatale,
senate,225307,Senator Sean Edwards,South Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=225307,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=225307,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/225307/upload_ref_binary/225307.jpg,senator.edwards@aph.gov.au,https://www.facebook.com/Sean.Edwards.Clare,https://twitter.com/SeanC_Edwards,http://www.senatoredwards.com.au/Home.aspx
senate,4L6,Senator Alan Eggleston,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=4L6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=4L6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/4L6/upload_ref_binary/4L6.JPG,senator.eggleston@aph.gov.au,,,http://www.senatoralaneggleston.com/
senate,I0N,Senator the Hon Don Farrell,South Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0N,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0N,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0N/upload_ref_binary/I0N.JPG,,,,
senate,5K4,Senator the Hon John Faulkner,New South Wales,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=5K4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=5K4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/5K4/upload_ref_binary/5K4.jpg,senator.faulkner@aph.gov.au,,,http://www.senatorjohnfaulkner.com.au
senate,DYU,Senator David Fawcett,South Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DYU,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=DYU,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DYU/upload_ref_binary/DYU.jpg,senator.fawcett@aph.gov.au,,,http://www.senator.fawcett.net.au
senate,e4t,Senator the Hon Concetta Fierravanti-Wells,New South Wales,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e4t,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e4t,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E4T/upload_ref_binary/E4T.JPG,senator.fierravanti-wells@aph.gov.au,,,http://www.senatorcfw.com.au/
senate,D2I,Senator the Hon Mitch Fifield,Victoria,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=D2I,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=D2I,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/D2I/upload_ref_binary/D2I.JPG,,,,http://www.mitchfifield.com/
senate,I0P,Senator Mark Furner,Queensland,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0P,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0P,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0P/upload_ref_binary/I0P.JPG,,,,http://www.markfurner.com/
senate,204953,Senator Alex Gallacher,South Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=204953,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=204953,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/204953/upload_ref_binary/204953.jpg,senator.gallacher@aph.gov.au,,,
senate,I0U,Senator Sarah Hanson-Young,South Australia,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0U,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0U,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0U/upload_ref_binary/I0U.JPG,senator.hanson-young@aph.gov.au,,,
senate,C16,Senator the Hon Bill Heffernan,New South Wales,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=C16,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=C16,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/C16/upload_ref_binary/C16.JPG,,,,http://www.billheffernan.com.au/
senate,7L6,Senator the Hon John Hogg,Queensland,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=7L6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=7L6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/7L6/upload_ref_binary/7L6.JPG,senator.hogg@aph.gov.au,,,
senate,00AON,Senator the Hon David Johnston,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AON,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AON,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AON/upload_ref_binary/00AON.JPG,,,,
senate,G1N,Senator Helen Kroger,Victoria,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=G1N,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=G1N,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/G1N/upload_ref_binary/G1N.JPG,,,,
senate,112096,Senator Sue Lines,Western Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=112096,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=112096,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/112096/upload_ref_binary/112096.jpg,,,,
senate,I07,Senator Scott Ludlam,Western Australia,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I07,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I07,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I07/upload_ref_binary/I07.JPG,senator.ludlam@aph.gov.au,,,
senate,84N,Senator the Hon Joe Ludwig,Queensland,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=84N,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=84N,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/84N/upload_ref_binary/84N.jpg,,,,
senate,7G6,Senator the Hon Kate Lundy,Australian Capital Territory,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=7G6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=7G6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/7G6/upload_ref_binary/7G6.JPG,senator.lundy@aph.gov.au,,,http://www.katelundy.com.au/
senate,YW4,Senator the Hon Ian Macdonald,Queensland,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=YW4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=YW4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/YW4/upload_ref_binary/YW4.JPG,,,,http://www.senatormacdonald.org/
senate,217571,Senator John Madigan,Victoria,Democratic Labour Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=217571,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=217571,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/217571/upload_ref_binary/217571.jpg,senator.madigan@aph.gov.au,,,
senate,00AOP,Senator Gavin Marshall,Victoria,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOP,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AOP,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOP/upload_ref_binary/00AOP.jpg,senator.marshall@aph.gov.au,,,http://www.gavinmarshall.org/
senate,84M,Senator the Hon Brett Mason,Queensland,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=84M,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=84M,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/84M/upload_ref_binary/84M.JPG,senator.mason@aph.gov.au,,,
senate,e5e,Senator Anne McEwen,South Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e5e,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e5e,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5E/upload_ref_binary/E5E.JPG,senator.mcewen@aph.gov.au,,,
senate,207825,Senator Bridget McKenzie,Victoria,The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=207825,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=207825,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/207825/upload_ref_binary/207825.jpg,senator.mckenzie@aph.gov.au,,,
senate,84L,Senator the Hon Jan McLucas,Queensland,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=84L,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=84L,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/84L/upload_ref_binary/84L.JPG,senator.mclucas@aph.gov.au,,,http://www.janmclucas.net/
senate,ka5,Senator Christine Milne,Tasmania,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=ka5,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=ka5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/KA5/upload_ref_binary/KA5.JPG,senator.milne@aph.gov.au,,,http://www.christinemilne.org.au/
senate,00AOQ,Senator Claire Moore,Queensland,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOQ,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AOQ,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOQ/upload_ref_binary/00AOQ.JPG,,,,http://www.clairemoore.net/
senate,e5g,Senator the Hon Fiona Nash,New South Wales,The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e5g,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e5g,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5G/upload_ref_binary/E5G.JPG,,,,http://www.fionanash.com.au/
senate,140651,Senator Deborah O'Neill,New South Wales,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=140651,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=140651,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/140651/upload_ref_binary/140651.jpg,,,,
senate,247871,Senator Barry O'Sullivan,Queensland,The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=247871,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=247871,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/247871/upload_ref_binary/247871.jpg,,,,
senate,e5v,Senator Stephen Parry,Tasmania,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e5v,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e5v,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5V/upload_ref_binary/E5V.JPG,,,,http://www.stephenparry.com.au
senate,M56,Senator the Hon Marise Payne,New South Wales,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M56,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M56,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M56/upload_ref_binary/M56.JPG,minister@humanservices.gov.au,,,http://www.marisepayne.com/
senate,CDK,Senator Nova Peris OAM,Northern Territory,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=CDK,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=CDK,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/CDK/upload_ref_binary/CDK.jpg,,,,
senate,e5x,Senator Helen Polley,Tasmania,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e5x,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e5x,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5X/upload_ref_binary/E5X.JPG,senator.polley@aph.gov.au,,,http://www.senatorhelenpolley.com.au/
senate,I0T,Senator Louise Pratt,Western Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0T,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0T,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0T/upload_ref_binary/I0T.JPG,,,,
senate,CPR,Senator Lee Rhiannon,New South Wales,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=CPR,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=CPR,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/CPR/upload_ref_binary/cpr.jpg,senator.rhiannon@aph.gov.au,,,
senate,xt4,Senator the Hon Michael Ronaldson,Victoria,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=xt4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=xt4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/XT4/upload_ref_binary/XT4.JPG,,,,
senate,243273,Senator Anne Ruston,South Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=243273,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=243273,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/243273/upload_ref_binary/243273.jpg,,,,
senate,I0Q,Senator the Hon Scott Ryan,Victoria,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0Q,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0Q,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0Q/upload_ref_binary/I0Q.JPG,,,,http://www.scottryan.com.au
senate,00AOM,Senator the Hon Nigel Scullion,Northern Territory,Country Liberal Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOM,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AOM,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOM/upload_ref_binary/00AOM.JPG,senator.scullion@aph.gov.au,,,http://www.nigelscullion.com/
senate,HZE,Senator Zed Seselja,Australian Capital Territory,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HZE,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HZE,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HZE/upload_ref_binary/HZE.jpg,,,,
senate,e5z,Senator Rachel Siewert,Western Australia,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e5z,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e5z,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5Z/upload_ref_binary/E5Z.JPG,senator.siewert@aph.gov.au,,,http://www.rachelsiewert.org.au/
senate,M0R,Senator the Hon Lisa Singh,Tasmania,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M0R,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M0R,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/m0r/upload_ref_binary/m0r.jpg,senator.singh@aph.gov.au,,,http://www.lisasingh.com.au/main/
senate,bv7,Senator the Hon Arthur Sinodinos AO,New South Wales,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=bv7,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=bv7,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/BV7/upload_ref_binary/bv7.jpg,senator.sinodinos@aph.gov.au,,,http://www.arthursinodinos.com.au/
